track_id,name,album_id,media_type_id,genre_id,milliseconds
125,"Spanish moss-""A sound portrait""-Spanish moss",13,1,2,248084
126,Moon germs,13,1,2,294060
127,Stratus,13,1,2,582086
128,The pleasant pheasant,13,1,2,318066
129,Solo-Panhandler,13,1,2,246151
130,Do what cha wanna,13,1,2,274155
131,Intro/ Low Down,14,1,3,323683
132,13 Years Of Grief,14,1,3,246987
133,Stronger Than Death,14,1,3,300747
134,All For You,14,1,3,235833
135,Super Terrorizer,14,1,3,319373
136,Phoney Smile Fake Hellos,14,1,3,273606
137,Lost My Better Half,14,1,3,284081
138,Bored To Tears,14,1,3,247327
139,A.N.D.R.O.T.A.Z.,14,1,3,266266
140,Born To Booze,14,1,3,282122
141,World Of Trouble,14,1,3,359157
142,No More Tears,14,1,3,555075
143,The Begining... At Last,14,1,3,365662
144,Heart Of Gold,15,1,3,194873
145,Snowblind,15,1,3,420022
146,Like A Bird,15,1,3,276532
147,Blood In The Wall,15,1,3,284368
148,The Beginning...At Last,15,1,3,271960
149,Black Sabbath,16,1,3,382066
150,The Wizard,16,1,3,264829
151,Behind The Wall Of Sleep,16,1,3,217573
152,N.I.B.,16,1,3,368770
153,Evil Woman,16,1,3,204930
154,Sleeping Village,16,1,3,644571
155,Warning,16,1,3,212062
156,Wheels Of Confusion / The Straightener,17,1,3,494524
157,Tomorrow's Dream,17,1,3,192496
158,Changes,17,1,3,286275
159,FX,17,1,3,103157
160,Supernaut,17,1,3,285779
161,Snowblind,17,1,3,331676
162,Cornucopia,17,1,3,234814
163,Laguna Sunrise,17,1,3,173087
164,St. Vitus Dance,17,1,3,149655
165,Under The Sun/Every Day Comes and Goes,17,1,3,350458
166,Smoked Pork,18,1,4,47333
167,Body Count's In The House,18,1,4,204251
168,Now Sports,18,1,4,4884
169,Body Count,18,1,4,317936
170,A Statistic,18,1,4,6373
171,Bowels Of The Devil,18,1,4,223216
172,The Real Problem,18,1,4,11650
173,KKK Bitch,18,1,4,173008
174,D Note,18,1,4,95738
175,Voodoo,18,1,4,300721
176,The Winner Loses,18,1,4,392254
177,There Goes The Neighborhood,18,1,4,350171
178,Oprah,18,1,4,6635
179,Evil Dick,18,1,4,239020
180,Body Count Anthem,18,1,4,166426
181,Momma's Gotta Die Tonight,18,1,4,371539
182,Freedom Of Speech,18,1,4,281234
183,King In Crimson,19,1,3,283167
184,Chemical Wedding,19,1,3,246177
185,The Tower,19,1,3,285257
186,Killing Floor,19,1,3,269557
187,Book Of Thel,19,1,3,494393
188,Gates Of Urizen,19,1,3,265351
189,Jerusalem,19,1,3,402390
190,Trupets Of Jericho,19,1,3,359131
191,Machine Men,19,1,3,341655
192,The Alchemist,19,1,3,509413
193,Realword,19,1,3,237531
194,First Time I Met The Blues,20,1,6,140434
195,Let Me Love You Baby,20,1,6,175386
196,Stone Crazy,20,1,6,433397
197,Pretty Baby,20,1,6,237662
198,When My Left Eye Jumps,20,1,6,235311
199,Leave My Girl Alone,20,1,6,204721
200,She Suits Me To A Tee,20,1,6,136803
201,Keep It To Myself (Aka Keep It To Yourself),20,1,6,166060
202,My Time After Awhile,20,1,6,182491
203,Too Many Ways (Alternate),20,1,6,135053
204,Talkin' 'Bout Women Obviously,20,1,6,589531
205,Jorge Da Capadócia,21,1,7,177397
206,Prenda Minha,21,1,7,99369
207,Meditação,21,1,7,148793
208,Terra,21,1,7,482429
209,Eclipse Oculto,21,1,7,221936
210,"Texto ""Verdade Tropical""",21,1,7,84088
211,Bem Devagar,21,1,7,133172
212,Drão,21,1,7,156264
213,Saudosismo,21,1,7,144326
214,Carolina,21,1,7,181812
215,Sozinho,21,1,7,190589
216,Esse Cara,21,1,7,223111
217,Mel,21,1,7,294765
218,Linha Do Equador,21,1,7,299337
219,Odara,21,1,7,141270
220,A Luz De Tieta,21,1,7,251742
221,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,21,1,7,307252
222,Vida Boa,21,1,7,281730
223,Sozinho (Hitmakers Classic Mix),22,1,7,436636
224,Sozinho (Hitmakers Classic Radio Edit),22,1,7,195004
225,Sozinho (Caêdrum 'n' Bass),22,1,7,328071
226,Carolina,23,1,7,163056
227,Essa Moça Ta Diferente,23,1,7,167235
228,Vai Passar,23,1,7,369763
229,Samba De Orly,23,1,7,162429
230,"Bye, Bye Brasil",23,1,7,283402
231,Atras Da Porta,23,1,7,189675
232,Tatuagem,23,1,7,172120
233,O Que Será (À Flor Da Terra),23,1,7,167288
234,Morena De Angola,23,1,7,186801
235,Apesar De Você,23,1,7,234501
236,A Banda,23,1,7,132493
237,Minha Historia,23,1,7,182256
238,Com Açúcar E Com Afeto,23,1,7,175386
239,Brejo Da Cruz,23,1,7,214099
240,Meu Caro Amigo,23,1,7,260257
241,Geni E O Zepelim,23,1,7,317570
242,Trocando Em Miúdos,23,1,7,169717
243,Vai Trabalhar Vagabundo,23,1,7,139154
244,Gota D'água,23,1,7,153208
245,Construção / Deus Lhe Pague,23,1,7,383059
246,Mateus Enter,24,1,7,33149
247,O Cidadão Do Mundo,24,1,7,200933
248,Etnia,24,1,7,152555
249,Quilombo Groove [instrumental],24,1,7,151823
250,Macô,24,1,7,249600
251,Um Passeio No Mundo Livre,24,1,7,240091
252,Samba Do Lado,24,1,7,227317
253,Maracatu Atômico,24,1,7,284264
254,O Encontro De Isaac Asimov Com Santos Dumont No Céu,24,1,7,99108
255,Corpo De Lama,24,1,7,232672
256,Sobremesa,24,1,7,240091
257,Manguetown,24,1,7,194560
258,Um Satélite Na Cabeça,24,1,7,126615
259,Baião Ambiental [instrumental],24,1,7,152659
260,Sangue De Bairro,24,1,7,132231
261,Enquanto O Mundo Explode,24,1,7,88764
262,Interlude Zumbi,24,1,7,71627
263,Criança De Domingo,24,1,7,208222
264,Amor De Muito,24,1,7,175333
265,Samidarish [instrumental],24,1,7,272431
266,Maracatu Atômico [Atomic Version],24,1,7,273084
267,Maracatu Atômico [Ragga Mix],24,1,7,210155
268,Maracatu Atômico [Trip Hop],24,1,7,221492
269,Banditismo Por Uma Questa,25,1,7,307095
270,Banditismo Por Uma Questa,25,1,7,243644
271,Rios Pontes & Overdrives,25,1,7,286720
272,Cidade,25,1,7,216346
273,Praiera,25,1,7,183640
274,Samba Makossa,25,1,7,271856
275,Da Lama Ao Caos,25,1,7,251559
276,Maracatu De Tiro Certeiro,25,1,7,88868
277,Salustiano Song,25,1,7,215405
278,Antene Se,25,1,7,248372
279,Risoflora,25,1,7,105586
280,Lixo Do Mangue,25,1,7,193253
281,Computadores Fazem Arte,25,1,7,404323
282,Girassol,26,1,8,249808
283,A Sombra Da Maldade,26,1,8,230922
284,Johnny B. Goode,26,1,8,254615
285,Soldado Da Paz,26,1,8,194220
286,Firmamento,26,1,8,222145
287,Extra,26,1,8,304352
288,O Erê,26,1,8,236382
289,Podes Crer,26,1,8,232280
290,A Estrada,26,1,8,248842
291,Berlim,26,1,8,207542
292,Já Foi,26,1,8,221544
293,Onde Você Mora?,26,1,8,256026
294,Pensamento,26,1,8,173008
295,Conciliação,26,1,8,257619
296,Realidade Virtual,26,1,8,195239
297,Mensagem,26,1,8,225332
298,A Cor Do Sol,26,1,8,231392
299,Onde Você Mora?,27,1,8,298396
300,O Erê,27,1,8,206942
301,A Sombra Da Maldade,27,1,8,285231
302,A Estrada,27,1,8,282174
303,Falar A Verdade,27,1,8,244950
304,Firmamento,27,1,8,225488
305,Pensamento,27,1,8,192391
306,Realidade Virtual,27,1,8,240300
307,Doutor,27,1,8,178155
308,Na Frente Da TV,27,1,8,289750
309,Downtown,27,1,8,239725
310,Sábado A Noite,27,1,8,267363
311,A Cor Do Sol,27,1,8,273031
312,Eu Também Quero Beijar,27,1,8,211147
313,Noite Do Prazer,28,1,7,311353
314,À Francesa,28,1,7,244532
315,Cada Um Cada Um (A Namoradeira),28,1,7,253492
316,Linha Do Equador,28,1,7,244715
317,Amor Demais,28,1,7,254040
318,Férias,28,1,7,264202
319,Gostava Tanto De Você,28,1,7,230452
320,Flor Do Futuro,28,1,7,275748
321,Felicidade Urgente,28,1,7,266605
322,Livre Pra Viver,28,1,7,214595
323,"Dig-Dig, Lambe-Lambe (Ao Vivo)",29,1,9,205479
324,Pererê,29,1,9,198661
325,TriboTchan,29,1,9,194194
326,"Tapa Aqui, Descobre Ali",29,1,9,188630
327,Daniela,29,1,9,230791
328,Bate Lata,29,1,9,206733
329,Garotas do Brasil,29,1,9,210155
330,Levada do Amor (Ailoviu),29,1,9,190093
331,Lavadeira,29,1,9,214256
332,Reboladeira,29,1,9,210599
333,É que Nessa Encarnação Eu Nasci Manga,29,1,9,196519
334,Reggae Tchan,29,1,9,206654
335,My Love,29,1,9,203493
336,Latinha de Cerveja,29,1,9,166687
337,You Shook Me,30,1,1,315951
338,I Can't Quit You Baby,30,1,1,263836
339,Communication Breakdown,30,1,1,192653
340,Dazed and Confused,30,1,1,401920
341,The Girl I Love She Got Long Black Wavy Hair,30,1,1,183327
342,What is and Should Never Be,30,1,1,260675
343,Communication Breakdown(2),30,1,1,161149
344,Travelling Riverside Blues,30,1,1,312032
345,Whole Lotta Love,30,1,1,373394
346,Somethin' Else,30,1,1,127869
347,Communication Breakdown(3),30,1,1,185260
348,I Can't Quit You Baby(2),30,1,1,380551
349,You Shook Me(2),30,1,1,619467
350,How Many More Times,30,1,1,711836
351,Debra Kadabra,31,1,1,234553
352,Carolina Hard-Core Ecstasy,31,1,1,359680
353,Sam With The Showing Scalp Flat Top,31,1,1,171284
354,Poofter's Froth Wyoming Plans Ahead,31,1,1,183902
355,200 Years Old,31,1,1,272561
356,Cucamonga,31,1,1,144483
357,Advance Romance,31,1,1,677694
358,Man With The Woman Head,31,1,1,88894
359,Muffin Man,31,1,1,332878
360,Vai-Vai 2001,32,1,10,276349
361,X-9 2001,32,1,10,273920
362,Gavioes 2001,32,1,10,282723
363,Nene 2001,32,1,10,284969
364,Rosas De Ouro 2001,32,1,10,284342
365,Mocidade Alegre 2001,32,1,10,282488
366,Camisa Verde 2001,32,1,10,283454
367,Leandro De Itaquera 2001,32,1,10,274808
368,Tucuruvi 2001,32,1,10,287921
369,Aguia De Ouro 2001,32,1,10,284160
370,Ipiranga 2001,32,1,10,248293
371,Morro Da Casa Verde 2001,32,1,10,284708
372,Perola Negra 2001,32,1,10,281626
373,Sao Lucas 2001,32,1,10,296254
374,Guanabara,33,1,7,247614
375,Mas Que Nada,33,1,7,248398
376,Vôo Sobre o Horizonte,33,1,7,225097
377,A Paz,33,1,7,263183
378,Wave (Vou te Contar),33,1,7,271647
379,Água de Beber,33,1,7,146677
380,Samba da Bençaco,33,1,7,282200
381,Pode Parar,33,1,7,179408
382,Menino do Rio,33,1,7,262713
383,Ando Meio Desligado,33,1,7,195813
384,Mistério da Raça,33,1,7,184320
385,All Star,33,1,7,176326
386,Menina Bonita,33,1,7,237087
387,Pescador de Ilusões,33,1,7,245524
388,À Vontade (Live Mix),33,1,7,180636
389,Maria Fumaça,33,1,7,141008
390,Sambassim (dj patife remix),33,1,7,213655
391,Garota De Ipanema,34,1,7,279536
392,Tim Tim Por Tim Tim,34,1,7,213237
393,Tarde Em Itapoã,34,1,7,313704
394,Tanto Tempo,34,1,7,170292
395,Eu Vim Da Bahia - Live,34,1,7,157988
396,Alô Alô Marciano,34,1,7,238106
397,Linha Do Horizonte,34,1,7,279484
398,Only A Dream In Rio,34,1,7,371356
399,Abrir A Porta,34,1,7,271960
400,Alice,34,1,7,165982
401,Momentos Que Marcam,34,1,7,280137
402,Um Jantar Pra Dois,34,1,7,237714
403,Bumbo Da Mangueira,34,1,7,270158
404,Mr Funk Samba,34,1,7,213890
405,Santo Antonio,34,1,7,162716
406,Por Você,34,1,7,205557
407,Só Tinha De Ser Com Você,34,1,7,389642
408,Free Speech For The Dumb,35,1,3,155428
409,It's Electric,35,1,3,213995
410,Sabbra Cadabra,35,1,3,380342
411,Turn The Page,35,1,3,366524
412,Die Die My Darling,35,1,3,149315
413,Loverman,35,1,3,472764
414,Mercyful Fate,35,1,3,671712
415,Astronomy,35,1,3,397531
416,Whiskey In The Jar,35,1,3,305005
417,Tuesday's Gone,35,1,3,545750
418,The More I See,35,1,3,287973
419,A Kind Of Magic,36,1,1,262608
420,Under Pressure,36,1,1,236617
421,Radio GA GA,36,1,1,343745
422,I Want It All,36,1,1,241684
423,I Want To Break Free,36,1,1,259108
424,Innuendo,36,1,1,387761
425,It's A Hard Life,36,1,1,249417
426,Breakthru,36,1,1,249234
427,Who Wants To Live Forever,36,1,1,297691
428,Headlong,36,1,1,273057
429,The Miracle,36,1,1,294974
430,I'm Going Slightly Mad,36,1,1,248032
431,The Invisible Man,36,1,1,238994
432,Hammer To Fall,36,1,1,220316
433,Friends Will Be Friends,36,1,1,248920
434,The Show Must Go On,36,1,1,263784
435,One Vision,36,1,1,242599
436,Detroit Rock City,37,1,1,218880
437,Black Diamond,37,1,1,314148
438,Hard Luck Woman,37,1,1,216032
439,Sure Know Something,37,1,1,242468
440,Love Gun,37,1,1,196257
441,Deuce,37,1,1,185077
442,Goin' Blind,37,1,1,216215
443,Shock Me,37,1,1,227291
444,Do You Love Me,37,1,1,214987
445,She,37,1,1,248346
446,I Was Made For Loving You,37,1,1,271360
447,Shout It Out Loud,37,1,1,219742
448,God Of Thunder,37,1,1,255791
449,Calling Dr. Love,37,1,1,225332
450,Beth,37,1,1,166974
451,Strutter,37,1,1,192496
452,Rock And Roll All Nite,37,1,1,173609
453,Cold Gin,37,1,1,262243
454,Plaster Caster,37,1,1,207333
455,God Gave Rock 'n' Roll To You,37,1,1,320444
456,Heart of the Night,38,1,2,273737
457,De La Luz,38,1,2,315219
458,Westwood Moon,38,1,2,295627
459,Midnight,38,1,2,266866
460,Playtime,38,1,2,273580
461,Surrender,38,1,2,287634
462,Valentino's,38,1,2,296124
463,Believe,38,1,2,310778
464,As We Sleep,38,1,2,316865
465,When Evening Falls,38,1,2,298135
466,J Squared,38,1,2,288757
467,Best Thing,38,1,2,274259
468,Maria,39,1,4,167262
469,Poprocks And Coke,39,1,4,158354
470,Longview,39,1,4,234083
471,Welcome To Paradise,39,1,4,224208
472,Basket Case,39,1,4,181629
473,When I Come Around,39,1,4,178364
474,She,39,1,4,134164
475,J.A.R. (Jason Andrew Relva),39,1,4,170997
476,Geek Stink Breath,39,1,4,135888
477,Brain Stew,39,1,4,193149
478,Jaded,39,1,4,90331
479,Walking Contradiction,39,1,4,151170
480,Stuck With Me,39,1,4,135523
481,Hitchin' A Ride,39,1,4,171546
482,Good Riddance (Time Of Your Life),39,1,4,153600
483,Redundant,39,1,4,198164
484,Nice Guys Finish Last,39,1,4,170187
485,Minority,39,1,4,168803
486,Warning,39,1,4,221910
487,Waiting,39,1,4,192757
488,Macy's Day Parade,39,1,4,213420
489,Into The Light,40,1,1,76303
490,River Song,40,1,1,439510
491,She Give Me ...,40,1,1,252551
492,Don't You Cry,40,1,1,347036
493,Love Is Blind,40,1,1,344999
494,Slave,40,1,1,291892
495,Cry For Love,40,1,1,293015
496,Living On Love,40,1,1,391549
497,Midnight Blue,40,1,1,298631
498,Too Many Tears,40,1,1,359497
499,Don't Lie To Me,40,1,1,283585
500,Wherever You May Go,40,1,1,239699
501,Grito De Alerta,41,1,7,202213
502,Não Dá Mais Pra Segurar (Explode Coração),41,1,7,219768
503,Começaria Tudo Outra Vez,41,1,7,196545
504,O Que É O Que É ?,41,1,7,259291
505,Sangrando,41,1,7,169717
506,"Diga Lá, Coração",41,1,7,255921
507,Lindo Lago Do Amor,41,1,7,249678
508,Eu Apenas Queria Que Voçê Soubesse,41,1,7,155637
509,Com A Perna No Mundo,41,1,7,227448
510,E Vamos À Luta,41,1,7,222406
511,Um Homem Também Chora (Guerreiro Menino),41,1,7,207229
512,Comportamento Geral,41,1,7,181577
513,Ponto De Interrogação,41,1,7,180950
514,"Espere Por Mim, Morena",41,1,7,207072
515,Meia-Lua Inteira,23,1,7,222093
516,Voce e Linda,23,1,7,242938
517,Um Indio,23,1,7,195944
518,Podres Poderes,23,1,7,259761
519,Voce Nao Entende Nada - Cotidiano,23,1,7,421982
520,O Estrangeiro,23,1,7,374700
521,Menino Do Rio,23,1,7,147670
522,Qualquer Coisa,23,1,7,193410
523,Sampa,23,1,7,185051
524,Queixa,23,1,7,299676
525,O Leaozinho,23,1,7,184398
526,Fora Da Ordem,23,1,7,354011
527,Terra,23,1,7,401319
528,"Alegria, Alegria",23,1,7,169221
529,Balada Do Louco,42,1,4,241057
530,Ando Meio Desligado,42,1,4,287817
531,Top Top,42,1,4,146938
532,Baby,42,1,4,177188
533,A E O Z,42,1,4,518556
534,Panis Et Circenses,42,1,4,125152
535,Chão De Estrelas,42,1,4,284813
536,Vida De Cachorro,42,1,4,195186
537,Bat Macumba,42,1,4,187794
538,Desculpe Babe,42,1,4,170422
539,Rita Lee,42,1,4,189257
540,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",42,1,4,222955
541,Banho De Lua,42,1,4,221831
542,Meu Refrigerador Não Funciona,42,1,4,382981
543,Burn,43,1,1,453955
544,Stormbringer,43,1,1,277133
545,Gypsy,43,1,1,339173
546,Lady Double Dealer,43,1,1,233586
547,Mistreated,43,1,1,758648
548,Smoke On The Water,43,1,1,618031
549,You Fool No One,43,1,1,804101
550,Custard Pie,44,1,1,253962
551,The Rover,44,1,1,337084
552,In My Time Of Dying,44,1,1,666017
553,Houses Of The Holy,44,1,1,242494
554,Trampled Under Foot,44,1,1,336692
555,Kashmir,44,1,1,508604
556,Imperatriz,45,1,7,339173
557,Beija-Flor,45,1,7,327000
558,Viradouro,45,1,7,344320
559,Mocidade,45,1,7,261720
560,Unidos Da Tijuca,45,1,7,338834
561,Salgueiro,45,1,7,305920
562,Mangueira,45,1,7,298318
563,União Da Ilha,45,1,7,330945
564,Grande Rio,45,1,7,307252
565,Portela,45,1,7,319608
566,Caprichosos,45,1,7,351320
567,Tradição,45,1,7,269165
568,Império Serrano,45,1,7,334942
569,Tuiuti,45,1,7,259657
570,(Da Le) Yaleo,46,1,1,353488
571,Love Of My Life,46,1,1,347820
572,Put Your Lights On,46,1,1,285178
573,Africa Bamba,46,1,1,282827
574,Smooth,46,1,1,298161
575,Do You Like The Way,46,1,1,354899
576,Maria Maria,46,1,1,262635
577,Migra,46,1,1,329064
578,Corazon Espinado,46,1,1,276114
579,Wishing It Was,46,1,1,292832
580,El Farol,46,1,1,291160
581,Primavera,46,1,1,378618
582,The Calling,46,1,1,747755
583,Solução,47,1,7,247431
584,Manuel,47,1,7,230269
585,Entre E Ouça,47,1,7,286302
586,Um Contrato Com Deus,47,1,7,202501
587,Um Jantar Pra Dois,47,1,7,244009
588,Vamos Dançar,47,1,7,226194
589,Um Love,47,1,7,181603
590,Seis Da Tarde,47,1,7,238445
591,Baixo Rio,47,1,7,198008
592,Sombras Do Meu Destino,47,1,7,280685
593,Do You Have Other Loves?,47,1,7,295235
594,Agora Que O Dia Acordou,47,1,7,323213
595,Já!!!,47,1,7,217782
596,A Rua,47,1,7,238027
597,Now's The Time,48,1,2,197459
598,Jeru,48,1,2,193410
599,Compulsion,48,1,2,345025
600,Tempus Fugit,48,1,2,231784
601,Walkin',48,1,2,807392
602,'Round Midnight,48,1,2,357459
603,Bye Bye Blackbird,48,1,2,476003
604,New Rhumba,48,1,2,277968
605,Generique,48,1,2,168777
606,Summertime,48,1,2,200437
607,So What,48,1,2,564009
608,The Pan Piper,48,1,2,233769
609,Someday My Prince Will Come,48,1,2,544078
610,My Funny Valentine (Live),49,1,2,907520
611,E.S.P.,49,1,2,330684
612,Nefertiti,49,1,2,473495
613,Petits Machins (Little Stuff),49,1,2,487392
614,Miles Runs The Voodoo Down,49,1,2,843964
615,Little Church (Live),49,1,2,196101
616,Black Satin,49,1,2,316682
617,Jean Pierre (Live),49,1,2,243461
618,Time After Time,49,1,2,220734
619,Portia,49,1,2,378775
620,Space Truckin',50,1,1,1196094
621,Going Down / Highway Star,50,1,1,913658
622,Mistreated (Alternate Version),50,1,1,854700
623,You Fool No One (Alternate Version),50,1,1,763924
624,Jeepers Creepers,51,1,2,185965
625,Blue Rythm Fantasy,51,1,2,348212
626,Drum Boogie,51,1,2,191555
627,Let Me Off Uptown,51,1,2,187637
628,Leave Us Leap,51,1,2,182726
629,Opus No.1,51,1,2,179800
630,Boogie Blues,51,1,2,204199
631,How High The Moon,51,1,2,201430
632,Disc Jockey Jump,51,1,2,193149
633,Up An' Atom,51,1,2,179565
634,Bop Boogie,51,1,2,189596
635,Lemon Drop,51,1,2,194089
636,Coronation Drop,51,1,2,176222
637,Overtime,51,1,2,163030
638,Imagination,51,1,2,289306
639,Don't Take Your Love From Me,51,1,2,282331
640,Midget,51,1,2,217025
641,I'm Coming Virginia,51,1,2,280163
642,Payin' Them Dues Blues,51,1,2,198556
643,Jungle Drums,51,1,2,199627
644,Showcase,51,1,2,201560
645,Swedish Schnapps,51,1,2,191268
646,Samba Da Bênção,52,1,11,409965
647,Pot-Pourri N.º 4,52,1,11,392437
648,Onde Anda Você,52,1,11,168437
649,Samba Da Volta,52,1,11,170631
650,Canto De Ossanha,52,1,11,204956
651,Pot-Pourri N.º 5,52,1,11,219898
652,Formosa,52,1,11,137482
653,Como É Duro Trabalhar,52,1,11,226168
654,Minha Namorada,52,1,11,244297
655,Por Que Será,52,1,11,162142
656,Berimbau,52,1,11,190667
657,Deixa,52,1,11,179826
658,Pot-Pourri N.º 2,52,1,11,211748
659,Samba Em Prelúdio,52,1,11,212636
660,Carta Ao Tom 74,52,1,11,162560
661,Linha de Passe (João Bosco),53,1,7,230948
662,Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),53,1,7,163970
663,Chão de Giz (Elba Ramalho),53,1,7,274834
664,Marina (Dorival Caymmi),53,1,7,172643
665,Aquarela (Toquinho),53,1,7,259944
666,Coração do Agreste (Fafá de Belém),53,1,7,258194
667,Dona (Roupa Nova),53,1,7,243356
668,Começaria Tudo Outra Vez (Maria Creuza),53,1,7,206994
669,Caçador de Mim (Sá & Guarabyra),53,1,7,238341
670,Romaria (Renato Teixeira),53,1,7,244793
671,As Rosas Não Falam (Beth Carvalho),53,1,7,116767
672,Wave (Os Cariocas),53,1,7,130063
673,Garota de Ipanema (Dick Farney),53,1,7,174367
674,Preciso Apender a Viver Só (Maysa),53,1,7,143464
675,Susie Q,54,1,1,275565
676,I Put A Spell On You,54,1,1,272091
677,Proud Mary,54,1,1,189022
678,Bad Moon Rising,54,1,1,140146
679,Lodi,54,1,1,191451
680,Green River,54,1,1,154279
681,Commotion,54,1,1,162899
682,Down On The Corner,54,1,1,164858
683,Fortunate Son,54,1,1,140329
684,Travelin' Band,54,1,1,129358
685,Who'll Stop The Rain,54,1,1,149394
686,Up Around The Bend,54,1,1,162429
687,Run Through The Jungle,54,1,1,186044
688,Lookin' Out My Back Door,54,1,1,152946
689,Long As I Can See The Light,54,1,1,213237
